,freq_pvalue,pvalue,effect_size,gene_ids,feature_types,n_counts,mt,n_cells_by_counts,mean_counts,log1p_mean_counts,pct_dropout_by_counts,total_counts,log1p_total_counts,n_cells,clonally_expressed,normalized_effect_size
TUBGCP6,55,0.043764057392230125,-0.0067773788391288226,ENSG00000128159,Gene Expression,235.0,False,39,0.051172443,0.049906153,95.19704433497537,41.552025,3.7507274,231,False,-0.1324419644050686
SLC35E4,63,0.043791366345075265,-0.0010783473349027144,ENSG00000100036,Gene Expression,40.0,False,3,0.0036327795,0.0036261969,99.63054187192118,2.949817,1.3736693,39,False,-0.29683809463213745
PAF1,58,0.04387372720670047,-0.010648473902381383,ENSG00000006712,Gene Expression,665.0,False,78,0.09961643,0.09496142,90.39408866995073,80.88854,4.4053593,620,False,-0.10689475448551741
EPB41L4A-AS1,56,0.04394794192824692,-0.01052207373070882,ENSG00000224032,Gene Expression,565.0,False,72,0.093455106,0.089342505,91.13300492610837,75.885544,4.342318,523,False,-0.11258960776803338
CALU,45,0.04397129275263144,-0.023705100113520006,ENSG00000128595,Gene Expression,1847.0,False,201,0.2898211,0.25450352,75.24630541871922,235.33473,5.465249,1490,False,-0.08179218514227869
UBE2H,48,0.04398274644807437,-0.01106910685296597,ENSG00000186591,Gene Expression,483.0,False,79,0.10557074,0.10036171,90.27093596059113,85.72344,4.462724,457,False,-0.10485013885805305
NAXE,40,0.043997014660715664,-0.03887075130462836,ENSG00000163382,Gene Expression,6380.0,False,477,0.8329241,0.60591257,41.256157635467986,676.3344,6.518165,3482,False,-0.04666781765299979
USO1,50,0.04401554999045374,-0.02274274948285332,ENSG00000138768,Gene Expression,1962.0,False,206,0.28224978,0.24861617,74.63054187192117,229.18683,5.4388914,1575,False,-0.08057667787369706
P4HTM,46,0.04401585424194366,-0.02092717279966272,ENSG00000178467,Gene Expression,1447.0,False,172,0.23512669,0.21117355,78.81773399014779,190.92287,5.2570934,1227,False,-0.08900381697145714
FOLR2,56,0.0440696749291258,-0.004801168126102956,ENSG00000165457,Gene Expression,169.0,False,25,0.034369573,0.033792134,96.92118226600985,27.908092,3.3641217,152,False,-0.13969239962652472
ZNF414,58,0.04412752945744331,-0.0032173009405515075,ENSG00000133250,Gene Expression,81.0,False,13,0.01869783,0.018525174,98.39901477832512,15.182638,2.783939,81,False,-0.17206814666838663
NKAP,52,0.04415996837665198,-0.017360307037171674,ENSG00000101882,Gene Expression,1220.0,False,134,0.17984684,0.16538464,83.49753694581281,146.03563,4.990675,1085,False,-0.09652828606256648
NIPAL3,66,0.04424938685589195,-0.00478412138842705,ENSG00000001461,Gene Expression,199.0,False,26,0.034326665,0.03375065,96.79802955665025,27.873251,3.3629155,190,False,-0.13937040997169983
UGDH-AS1,46,0.04440490234827102,-0.005287763502385592,ENSG00000249348,Gene Expression,286.0,False,33,0.043125555,0.042221546,95.93596059113301,35.017952,3.5840175,278,False,-0.12261322810309308
ADK,59,0.04447016789465256,-0.0053399395070090686,ENSG00000156110,Gene Expression,321.0,False,36,0.040527638,0.03972793,95.56650246305418,32.908443,3.523664,298,False,-0.13176044211343674
SNRK,62,0.04454566918460452,-0.00513231095466115,ENSG00000163788,Gene Expression,177.0,False,29,0.038314085,0.037598327,96.42857142857143,31.111036,3.4692,173,False,-0.1339536333408422
ANKRD52,67,0.04457287582769075,-0.0015913162967875708,ENSG00000139645,Gene Expression,107.0,False,9,0.00830665,0.0082723405,98.89162561576354,6.745,2.0470474,104,False,-0.1915713568724017
CIB1,45,0.04462648916164996,-0.028254956767836625,ENSG00000185043,Gene Expression,2534.0,False,250,0.3695302,0.31446776,69.21182266009852,300.05853,5.7073045,1990,False,-0.07646183368657535
DFFA,56,0.04466995258180171,-0.00791653552284459,ENSG00000160049,Gene Expression,443.0,False,59,0.06933162,0.067033805,92.73399014778325,56.29728,4.048253,420,False,-0.11418361651154135
SRGAP2,59,0.04467644545954242,-0.0015131866987244166,ENSG00000266028,Gene Expression,82.0,False,8,0.0073999725,0.007372727,99.01477832512316,6.0087776,1.9471633,80,False,-0.2044854481491649
MAP3K3,71,0.04473407116568045,-0.0024032497596515254,ENSG00000198909,Gene Expression,100.0,False,10,0.012769687,0.012688842,98.76847290640394,10.368986,2.4308891,99,False,-0.18819958246668184
PSMA1,44,0.04480164020209759,-0.02174429264492972,ENSG00000129084,Gene Expression,1909.0,False,194,0.26593062,0.23580752,76.10837438423646,215.93565,5.379601,1540,False,-0.08176678719685394
ALDOA,40,0.04482373006507118,-0.03043918066439244,ENSG00000149925,Gene Expression,3014.0,False,295,0.4543869,0.37458444,63.669950738916256,368.96216,5.9134007,2162,False,-0.06698956624557895
NRN1,64,0.04483063678103815,-0.002344875851021097,ENSG00000124785,Gene Expression,45.0,False,9,0.011828113,0.011758708,98.89162561576354,9.604428,2.3612716,42,False,-0.1982459739919518
TMSB4X,43,0.044833034921194656,-0.053454244506235926,ENSG00000205542,Gene Expression,24239.0,False,631,1.7471441,1.0105618,22.29064039408867,1418.681,7.2581873,4666,False,-0.030595212159611467
SLC31A2,56,0.04486936328762049,-0.006533241738097717,ENSG00000136867,Gene Expression,276.0,False,45,0.05334957,0.051975153,94.45812807881774,43.31985,3.7914326,271,False,-0.1224610021540866
NRTN,81,0.04493089182707179,-0.0006535835467911635,ENSG00000171119,Gene Expression,19.0,False,1,0.0014100389,0.0014090458,99.8768472906404,1.1449516,0.76311696,18,False,-0.46352163947082736
ZBED3,85,0.0450212714639304,-0.000444130348616713,ENSG00000132846,Gene Expression,13.0,False,1,0.00096834154,0.000967873,99.8768472906404,0.7862933,0.58014274,13,False,-0.4586505172060154
CNIH4,44,0.04502525334925888,-0.014187877304932123,ENSG00000143771,Gene Expression,947.0,False,107,0.13790524,0.12918906,86.82266009852216,111.97906,4.7272024,867,False,-0.10288135025813756
CREB3L2,58,0.04504849192647833,-0.037701763595924476,ENSG00000182158,Gene Expression,4907.0,False,381,0.65285856,0.50250626,53.07881773399015,530.12115,6.27499,2965,False,-0.05774874708905737
SEL1L,42,0.04504929368550359,-0.03743380002883234,ENSG00000071537,Gene Expression,5107.0,False,433,0.729139,0.5476236,46.67487684729063,592.06085,6.385297,2974,False,-0.05133973295869347
PTRH2,49,0.045065735828687746,-0.014149311125688985,ENSG00000141378,Gene Expression,938.0,False,111,0.14502262,0.13542439,86.33004926108374,117.75837,4.777091,839,False,-0.0975662385385606
CCDC78,60,0.045146241770042804,-0.001378395901325249,ENSG00000162004,Gene Expression,23.0,False,6,0.0060838447,0.006065413,99.26108374384236,4.940082,1.781723,23,False,-0.22656658254337872
USP5,62,0.04521000465821512,-0.006352653420695867,ENSG00000111667,Gene Expression,271.0,False,33,0.047243707,0.04616167,95.93596059113301,38.36189,3.6727982,259,False,-0.13446560060502474
GPR108,48,0.04522688586618496,-0.018794203576002144,ENSG00000125734,Gene Expression,1230.0,False,155,0.20673981,0.18792236,80.91133004926108,167.87273,5.129145,1088,False,-0.09090751943302605
FBXO9,54,0.04527571910445707,-0.01404919462183754,ENSG00000112146,Gene Expression,980.0,False,105,0.13601634,0.1275277,87.06896551724138,110.44527,4.7135334,862,False,-0.10329049229345659
TEX9,61,0.04531618441930519,-0.0053641664101903505,ENSG00000151575,Gene Expression,262.0,False,31,0.038997978,0.038256764,96.18226600985221,31.666357,3.4863458,246,False,-0.13754985999626781
ZNF75D,65,0.04532316847310266,-0.0016084786487997483,ENSG00000186376,Gene Expression,65.0,False,5,0.006697972,0.00667564,99.38423645320196,5.438753,1.862335,65,False,-0.24014413427721523
AIFM1,42,0.04533994509572252,-0.009848307804591547,ENSG00000156709,Gene Expression,520.0,False,72,0.091065496,0.08715474,91.13300492610837,73.94518,4.3167567,486,False,-0.10814532632955673
IGHE,81,0.04540167561267187,-0.0018445957597906472,ENSG00000211891,Gene Expression,356.0,False,2,0.0054259123,0.005411245,99.75369458128078,4.405841,1.68748,34,False,-0.33996048005601676
LTA4H,45,0.04546193346310885,-0.015580965242567385,ENSG00000111144,Gene Expression,1071.0,False,117,0.15920399,0.14773355,85.5911330049261,129.27364,4.869637,941,False,-0.09786793104830707
ATP6V0C,49,0.045462668274892405,-0.03841362547905802,ENSG00000185883,Gene Expression,7983.0,False,560,1.020806,0.7034964,31.034482758620683,828.8944,6.7212987,4052,False,-0.03763068318069619
TRPM2,77,0.04557074302208591,-0.0006125651603729324,ENSG00000142185,Gene Expression,20.0,False,1,0.0013285251,0.0013276434,99.8768472906404,1.0787624,0.7317727,20,False,-0.46108661775254767
SERTAD1,55,0.04558079690771394,-0.007655511537983356,ENSG00000197019,Gene Expression,448.0,False,48,0.06309235,0.061181974,94.08866995073892,51.230988,3.9556758,413,False,-0.12133818793444297
PRDX5,47,0.04561940285824061,-0.03838368959863758,ENSG00000126432,Gene Expression,12094.0,False,638,1.3804302,0.8672812,21.42857142857143,1120.9093,7.022787,4629,False,-0.027805599297389405
FCSK,62,0.04565118132909182,-0.0017241332795138939,ENSG00000157353,Gene Expression,89.0,False,9,0.00897083,0.008930831,98.89162561576354,7.2843137,2.114364,89,False,-0.19219329150185496
SCRN1,59,0.045667632285071334,-0.00453889385122911,ENSG00000136193,Gene Expression,233.0,False,28,0.03259051,0.0320707,96.55172413793103,26.463491,3.3128576,227,False,-0.13927042152965674
LINC02363,61,0.04571059170261583,-0.002606082382506366,ENSG00000180712,Gene Expression,120.0,False,13,0.015527517,0.015408198,98.39901477832512,12.608343,2.610683,116,False,-0.16783639322749133
ZNF182,75,0.04572573930066362,-0.0006352268637183321,ENSG00000147118,Gene Expression,40.0,False,2,0.0018464344,0.0018447319,99.75369458128078,1.4993048,0.9160126,39,False,-0.3440289309391321
LINC01184,48,0.04574899861265196,-0.011520921590281369,ENSG00000245937,Gene Expression,516.0,False,74,0.10046675,0.09573441,90.88669950738917,81.579,4.4137554,486,False,-0.1146739744822311
ANAPC11,53,0.04576410234532367,-0.0366490284570784,ENSG00000141552,Gene Expression,8474.0,False,560,1.0471768,0.7164617,31.034482758620683,850.30756,6.7467732,4103,False,-0.03499793648017858
WDR73,65,0.04577105665378453,-0.0031200757541937803,ENSG00000177082,Gene Expression,153.0,False,16,0.019463187,0.019276202,98.0295566502463,15.804109,2.8216233,151,False,-0.16030651818696715
STIM2,53,0.04578153525674033,-0.007686909022926625,ENSG00000109689,Gene Expression,457.0,False,51,0.06523584,0.06319622,93.7192118226601,52.9715,3.9884562,429,False,-0.11783260894541421
C17orf49,50,0.04580183063523301,-0.02377517747415875,ENSG00000258315,Gene Expression,2215.0,False,208,0.2959063,0.2592103,74.38423645320196,240.27591,5.485941,1674,False,-0.08034697824029562
CARMIL1,45,0.04587006364109009,-0.015409234376749875,ENSG00000079691,Gene Expression,1039.0,False,111,0.15288861,0.14227062,86.33004926108374,124.14555,4.8294773,895,False,-0.10078732666932796
PLCG1,67,0.0458901412450843,-0.0011145343406261205,ENSG00000124181,Gene Expression,102.0,False,5,0.004427636,0.0044178627,99.38423645320196,3.5952406,1.5250211,99,False,-0.25172221248405663
PAQR3,71,0.04603789608415832,-0.001524395284929458,ENSG00000163291,Gene Expression,27.0,False,3,0.004934858,0.0049227215,99.63054187192118,4.007105,1.6108578,27,False,-0.308903572264955
PSME2,35,0.046055137908457305,-0.042057236667276454,ENSG00000100911,Gene Expression,8620.0,False,510,1.0011072,0.6937006,37.19211822660099,812.89905,6.701836,3780,False,-0.042010721728991236
STOML2,44,0.04607836348732876,-0.027661755357320905,ENSG00000165283,Gene Expression,2690.0,False,272,0.3807886,0.32265478,66.50246305418719,309.20035,5.7372184,2040,False,-0.072643340052716
GIMAP5,81,0.04610199982666476,-0.0017875111318318131,ENSG00000196329,Gene Expression,16.0,False,4,0.0061729276,0.0061539533,99.50738916256158,5.0124173,1.7938268,15,False,-0.28957267258292446
GET1,46,0.046131197809597374,-0.01584107977846258,ENSG00000182093,Gene Expression,951.0,False,115,0.1650212,0.15273929,85.83743842364532,133.99721,4.905254,864,False,-0.09599421263266497
RRBP1,37,0.04620571730992322,-0.03476682825058808,ENSG00000125844,Gene Expression,3995.0,False,335,0.543594,0.43411347,58.743842364532014,441.39832,6.092211,2512,False,-0.06395734330472348
RARA,62,0.04621242852444273,-0.0053174240215296195,ENSG00000131759,Gene Expression,226.0,False,27,0.036560286,0.035907812,96.67487684729063,29.686953,3.4238377,223,False,-0.1454426271532878
AC016596.1,67,0.04625063427247516,-0.001298372870285093,ENSG00000227908,Gene Expression,18.0,False,3,0.004087624,0.0040792925,99.63054187192118,3.3191507,1.4630588,18,False,-0.3176350921194233
NAA50,52,0.04644183883241592,-0.00798803320056557,ENSG00000121579,Gene Expression,473.0,False,56,0.06967943,0.06735901,93.10344827586206,56.5797,4.05317,443,False,-0.11463975832126176
SMPDL3B,52,0.0465039157197087,-0.011041062617851455,ENSG00000130768,Gene Expression,608.0,False,82,0.103763506,0.09872571,89.90147783251231,84.25597,4.445658,558,False,-0.10640602908484274
GLIPR1,61,0.04657860255528403,-0.01462420630389083,ENSG00000139278,Gene Expression,922.0,False,109,0.14198901,0.13277149,86.57635467980296,115.295074,4.7561307,799,False,-0.10299534134284678
PPP1R2,44,0.04665526128919216,-0.029356653693811186,ENSG00000184203,Gene Expression,3038.0,False,290,0.4269841,0.3555632,64.28571428571428,346.7111,5.851372,2209,False,-0.06875350531401728
AC127496.5,70,0.04668407876502483,-0.0016338943521165975,ENSG00000262873,Gene Expression,13.0,False,3,0.005358905,0.005344597,99.63054187192118,4.351431,1.677364,13,False,-0.30489331907417244
RBM27,48,0.04669304210523731,-0.01480754893136857,ENSG00000091009,Gene Expression,931.0,False,108,0.14159988,0.13243069,86.69950738916256,114.979095,4.75341,845,False,-0.10457317527795884
CTU2,50,0.04673666643501572,-0.0056507015362787585,ENSG00000174177,Gene Expression,313.0,False,37,0.043348685,0.04243543,95.44334975369459,35.19913,3.589035,302,False,-0.1303546243307499
ATP5MC3,45,0.046799651351421286,-0.039168548990132446,ENSG00000154518,Gene Expression,10950.0,False,613,1.2740928,0.8215812,24.507389162561577,1034.5634,6.942701,4422,False,-0.03074230479211863
AC068282.2,82,0.046831314098322266,-0.0008555828731300727,ENSG00000287742,Gene Expression,11.0,False,1,0.0018831424,0.0018813715,99.8768472906404,1.5291116,0.9278681,11,False,-0.45433785327479165
AC010642.2,52,0.046844090944068696,-0.020520510228006383,ENSG00000283103,Gene Expression,1308.0,False,181,0.24258222,0.21719165,77.70935960591133,196.97676,5.28815,1158,False,-0.08459198078788015
PHF1,54,0.04688277941814137,-0.02160645174178627,ENSG00000112511,Gene Expression,1687.0,False,192,0.2695839,0.23868921,76.35467980295567,218.90213,5.3931828,1437,False,-0.08014740822399163
ADI1,48,0.04688314021216041,-0.032802976914561244,ENSG00000182551,Gene Expression,3592.0,False,350,0.5201982,0.41884074,56.896551724137936,422.40097,6.04832,2544,False,-0.06305860973108239
ECHDC2,62,0.046967180086432976,-0.005474253463703976,ENSG00000121310,Gene Expression,318.0,False,34,0.04268961,0.04180354,95.8128078817734,34.663963,3.5741408,306,False,-0.12823385898211612
ZER1,65,0.04699413447786657,-0.004320594944516941,ENSG00000160445,Gene Expression,167.0,False,26,0.03072738,0.030264748,96.79802955665025,24.950634,3.256196,163,False,-0.14061058312948266
MAP11,66,0.047024196285256434,-0.00303871871098587,ENSG00000146826,Gene Expression,89.0,False,17,0.019458668,0.019271769,97.9064039408867,15.800439,2.821405,89,False,-0.15616272722915525
PGBD4,74,0.04703715459760929,-0.00032857731060664146,ENSG00000182405,Gene Expression,25.0,False,1,0.00072510686,0.0007248441,99.8768472906404,0.5887868,0.46297067,25,False,-0.4531432933707099
EPB42,74,0.04703715459760929,-0.00032857731060664146,ENSG00000166947,Gene Expression,121.0,False,1,0.00072510686,0.0007248441,99.8768472906404,0.5887868,0.46297067,45,False,-0.4531432933707099
HSH2D,51,0.04716839791738012,-0.0332668578261085,ENSG00000196684,Gene Expression,3909.0,False,346,0.5492258,0.43775532,57.389162561576356,445.97137,6.1024947,2584,False,-0.0605704564326921
SRFBP1,47,0.047266339286404335,-0.006684690312916311,ENSG00000151304,Gene Expression,314.0,False,40,0.052934032,0.05158058,95.07389162561576,42.982433,3.7837903,300,False,-0.12628341482296948
ACO2,47,0.04735210184125341,-0.026555781010149437,ENSG00000100412,Gene Expression,2317.0,False,237,0.33751458,0.2908131,70.8128078817734,274.06183,5.616996,1770,False,-0.07868039675658343
AP3S1,42,0.0474689321199642,-0.027741530437034367,ENSG00000177879,Gene Expression,2490.0,False,260,0.38176754,0.3233635,67.98029556650246,309.99524,5.7397776,1918,False,-0.07266602695453463
WDR25,66,0.04754010793916925,-0.002466522514194644,ENSG00000176473,Gene Expression,159.0,False,15,0.015645716,0.015524584,98.15270935960592,12.704322,2.6177113,156,False,-0.15764842342125418
ACOT13,52,0.0475593561749456,-0.011952325241789963,ENSG00000112304,Gene Expression,878.0,False,93,0.12033643,0.11362902,88.54679802955665,97.71318,4.5922184,802,False,-0.09932424796187074
GNB3,62,0.047675496540053854,-0.0033759324803952044,ENSG00000111664,Gene Expression,126.0,False,15,0.02016015,0.019959625,98.15270935960592,16.37004,2.8547468,122,False,-0.16745572412658163
WASF1,80,0.04771215465338933,-0.00047850056697172345,ENSG00000112290,Gene Expression,19.0,False,1,0.0010538963,0.0010533413,99.8768472906404,0.85576373,0.6182963,16,False,-0.4540300425854721
CYP2E1,80,0.04771215465338933,-0.00047850056697172345,ENSG00000130649,Gene Expression,15.0,False,1,0.0010538963,0.0010533413,99.8768472906404,0.85576373,0.6182963,15,False,-0.4540300425854721
PACS2,58,0.0477261519132149,-0.0022511567880583033,ENSG00000179364,Gene Expression,97.0,False,11,0.012539591,0.012461621,98.64532019704434,10.182148,2.4143186,94,False,-0.1795239446259191
PTP4A2,54,0.047772248519070276,-0.01448783092846545,ENSG00000184007,Gene Expression,926.0,False,107,0.14508128,0.13547562,86.82266009852216,117.806,4.777492,813,False,-0.09986009747432086
DOK2,75,0.047800159475511944,-0.004716594112648222,ENSG00000147443,Gene Expression,197.0,False,28,0.03494349,0.034346826,96.55172413793103,28.374115,3.3801138,174,False,-0.1349777583152497
CLEC16A,63,0.04795497441555743,-0.0033418768619414424,ENSG00000038532,Gene Expression,104.0,False,17,0.020680849,0.020469904,97.9064039408867,16.792849,2.8787966,101,False,-0.1615928311875245
